connectornorth,20131004,4,09:04,8
connectornorth,20131004,4,09:04,8
connectornorth,20131004,4,09:14,7
connectornorth,20131004,4,09:24,7
connectornorth,20131004,4,09:34,7
connectornorth,20131004,4,09:44,7
connectornorth,20131004,4,09:54,7
connectornorth,20131004,4,10:04,7
connectornorth,20131004,4,10:14,7
connectornorth,20131004,4,10:24,7
connectornorth,20131004,4,10:34,7
connectornorth,20131004,4,10:44,7
connectornorth,20131004,4,10:54,7
connectornorth,20131004,4,16:04,10
connectornorth,20131004,4,16:14,10
connectornorth,20131004,4,16:24,11
connectornorth,20131004,4,16:34,10
connectornorth,20131004,4,16:44,9
connectornorth,20131004,4,16:54,9
connectornorth,20131004,4,17:04,8
connectornorth,20131004,4,17:14,8
connectornorth,20131004,4,17:24,8
connectornorth,20131004,4,17:34,8
connectornorth,20131004,4,17:44,8
connectornorth,20131004,4,17:54,8
connectornorth,20131004,4,18:04,7
connectornorth,20131004,4,18:14,8
connectornorth,20131004,4,18:24,7
connectornorth,20131004,4,18:34,7
connectornorth,20131004,4,18:44,7
connectornorth,20131004,4,18:54,7
connectornorth,20131004,4,19:04,7
connectornorth,20131004,4,19:14,7
connectornorth,20131004,4,19:24,7
connectornorth,20131004,4,19:34,7
connectornorth,20131004,4,19:44,7
connectornorth,20131004,4,19:54,8
connectornorth,20131004,4,20:04,7
connectornorth,20131004,4,20:14,7
connectornorth,20131004,4,20:24,8
connectornorth,20131004,4,20:34,7
connectornorth,20131004,4,20:44,7
connectornorth,20131004,4,20:54,7
connectornorth,20131007,0,06:04,7
connectornorth,20131007,0,06:14,7
connectornorth,20131007,0,06:24,8
connectornorth,20131007,0,06:34,9
connectornorth,20131007,0,06:44,10
connectornorth,20131007,0,06:54,11
connectornorth,20131007,0,07:04,11
connectornorth,20131007,0,07:14,12
connectornorth,20131007,0,07:24,15
connectornorth,20131007,0,07:34,16
connectornorth,20131007,0,07:44,17
connectornorth,20131007,0,07:54,20
connectornorth,20131007,0,08:04,17
connectornorth,20131007,0,08:14,18
connectornorth,20131007,0,08:24,20
connectornorth,20131007,0,08:34,23
connectornorth,20131007,0,08:44,23
connectornorth,20131007,0,08:54,22
connectornorth,20131007,0,09:04,15
connectornorth,20131007,0,09:14,15
connectornorth,20131007,0,09:24,11
connectornorth,20131007,0,09:34,11
connectornorth,20131007,0,09:44,9
connectornorth,20131007,0,09:54,8
connectornorth,20131007,0,10:04,7
connectornorth,20131007,0,10:14,7
connectornorth,20131007,0,10:24,7
connectornorth,20131007,0,10:34,7
connectornorth,20131007,0,10:44,7
connectornorth,20131007,0,10:54,7
connectornorth,20131007,0,16:04,7
connectornorth,20131007,0,16:14,8
