connectorsouth,20131004,4,09:04,7
connectorsouth,20131004,4,09:04,7
connectorsouth,20131004,4,09:14,7
connectorsouth,20131004,4,09:24,7
connectorsouth,20131004,4,09:34,7
connectorsouth,20131004,4,09:44,7
connectorsouth,20131004,4,09:54,7
connectorsouth,20131004,4,10:04,7
connectorsouth,20131004,4,10:14,7
connectorsouth,20131004,4,10:24,7
connectorsouth,20131004,4,10:34,7
connectorsouth,20131004,4,10:44,7
connectorsouth,20131004,4,10:54,7
connectorsouth,20131004,4,16:04,11
connectorsouth,20131004,4,16:14,11
connectorsouth,20131004,4,16:24,11
connectorsouth,20131004,4,16:34,12
connectorsouth,20131004,4,16:44,11
connectorsouth,20131004,4,16:54,11
connectorsouth,20131004,4,17:04,11
connectorsouth,20131004,4,17:14,12
connectorsouth,20131004,4,17:24,12
connectorsouth,20131004,4,17:34,11
connectorsouth,20131004,4,17:44,11
connectorsouth,20131004,4,17:54,11
connectorsouth,20131004,4,18:04,11
connectorsouth,20131004,4,18:14,10
connectorsouth,20131004,4,18:24,10
connectorsouth,20131004,4,18:34,10
connectorsouth,20131004,4,18:44,9
connectorsouth,20131004,4,18:54,9
connectorsouth,20131004,4,19:04,9
connectorsouth,20131004,4,19:14,9
connectorsouth,20131004,4,19:24,8
connectorsouth,20131004,4,19:34,8
connectorsouth,20131004,4,19:44,8
connectorsouth,20131004,4,19:54,8
connectorsouth,20131004,4,20:04,8
connectorsouth,20131004,4,20:14,8
connectorsouth,20131004,4,20:24,7
connectorsouth,20131004,4,20:34,8
connectorsouth,20131004,4,20:44,8
connectorsouth,20131004,4,20:54,8
connectorsouth,20131007,0,06:04,8
connectorsouth,20131007,0,06:14,7
connectorsouth,20131007,0,06:24,7
connectorsouth,20131007,0,06:34,7
connectorsouth,20131007,0,06:44,7
connectorsouth,20131007,0,06:54,7
connectorsouth,20131007,0,07:04,7
connectorsouth,20131007,0,07:14,7
connectorsouth,20131007,0,07:24,7
connectorsouth,20131007,0,07:34,7
connectorsouth,20131007,0,07:44,7
connectorsouth,20131007,0,07:54,7
connectorsouth,20131007,0,08:04,7
connectorsouth,20131007,0,08:14,7
connectorsouth,20131007,0,08:24,7
connectorsouth,20131007,0,08:34,7
connectorsouth,20131007,0,08:44,7
connectorsouth,20131007,0,08:54,7
connectorsouth,20131007,0,09:04,7
connectorsouth,20131007,0,09:14,7
connectorsouth,20131007,0,09:24,7
connectorsouth,20131007,0,09:34,7
connectorsouth,20131007,0,09:44,7
connectorsouth,20131007,0,09:54,7
connectorsouth,20131007,0,10:04,7
connectorsouth,20131007,0,10:14,7
connectorsouth,20131007,0,10:24,8
connectorsouth,20131007,0,10:34,11
connectorsouth,20131007,0,10:44,16
connectorsouth,20131007,0,10:54,17
connectorsouth,20131007,0,16:04,10
connectorsouth,20131007,0,16:14,10
connectorsouth,20131007,0,16:24,11
connectorsouth,20131007,0,16:34,11
connectorsouth,20131007,0,16:44,11
connectorsouth,20131007,0,16:54,13
connectorsouth,20131007,0,17:04,11
connectorsouth,20131007,0,17:14,11
connectorsouth,20131007,0,17:24,12
connectorsouth,20131007,0,17:34,11
connectorsouth,20131007,0,17:44,11
connectorsouth,20131007,0,17:54,11
connectorsouth,20131007,0,18:04,10
connectorsouth,20131007,0,18:14,9
connectorsouth,20131007,0,18:24,8
connectorsouth,20131007,0,18:34,9
connectorsouth,20131007,0,18:44,8
connectorsouth,20131007,0,18:54,8
